timestamp,vibration,temperature,sound_db,load_pct,oil_pressure,rpm_drift_pct,runtime_hrs,rul_hours,failure_prob,condition,label,machine_id,vib_temp_ratio,load_rpm_product,thermal_stress
2024-01-18 03:05:00,3.120434214385672,73.79657029903925,73.25136723995337,61.86914118671534,2.7261856515122926,6.575672832995,26.72,3.1,0.8385,2,Critical,M04,0.04228,406.831,1.9718
2024-02-27 23:25:00,2.91479508025285,79.97012437658591,86.02949913301093,59.06900826758612,3.257140717361803,1.5078327402667469,23.23,227.8,0.4445,1,EarlyFault,M13,0.03645,89.066,1.8577
2024-01-22 10:50:00,2.0926579119406346,50.562056453822414,68.56399262566337,34.47542735173082,4.428930488333242,2.1966356074243047,13.42,2116.5,0.0099,0,Normal,M06,0.04139,75.73,0.6785
2024-01-31 18:50:00,1.586667082784703,68.08176926675337,76.27672246502108,55.24247455841208,3.9863473547564507,0.4464133408557075,5.21,1375.9,0.1354,1,EarlyFault,M08,0.0233,24.661,0.3547
2024-02-25 07:15:00,0.832812077300721,57.76043231502704,60.874195615631265,55.75089702553987,4.66123839747076,3.8788800085210617,59.92,2161.8,0.1157,0,Normal,M13,0.01442,216.251,3.461
2024-01-05 13:50:00,4.209136673434406,88.35818677365259,85.28196246431872,89.2594021304013,2.491380889212211,12.673692896578677,3.7,31.7,0.783,2,Critical,M01,0.04764,1131.246,0.3269
2024-02-29 00:45:00,0.3,63.02727788367752,66.96679643635565,43.43175170386462,3.5291856402692723,1.2278558185070254,23.44,1541.0,0.0598,0,Normal,M14,0.00476,53.328,1.4774
2024-02-23 20:50:00,0.9293370064201635,70.12669138553126,72.52945298226155,53.8113042085865,5.161473367359585,-0.5843411927938894,11.03,1669.5,0.0394,0,Normal,M13,0.01325,31.444,0.7735
2024-02-07 13:30:00,2.999300708377149,77.79291211861566,75.46252550808083,46.01699828978702,3.4089373826916733,3.442989162677357,29.11,235.5,0.402,1,EarlyFault,M09,0.03855,158.436,2.2646
2024-01-14 03:10:00,1.7480983652825224,58.570275167406564,64.02973187550337,49.80600977805457,4.668768503001044,1.1045412743144576,118.81,1824.5,0.0207,0,Normal,M03,0.02985,55.013,6.9587
2024-03-04 00:55:00,1.8746613638179828,60.39876973268358,63.608742683405495,69.83807326904233,4.3592783623634475,3.1051274819721986,60.63,1689.6,0.0941,0,Normal,M15,0.03104,216.856,3.662
2024-02-12 23:30:00,1.1064399782510086,58.63567357986045,63.062962531961475,44.30477906108005,4.70795311517838,2.5221889095913776,2.16,274.2,0.4864,1,EarlyFault,M10,0.01887,111.745,0.1267
2024-01-11 13:20:00,1.6241332348724855,64.88471449798759,72.9696488023482,58.63187676978802,4.22175588824492,1.3201850794870893,32.15,1925.7,0.0717,0,Normal,M03,0.02503,77.405,2.086
2024-01-27 15:35:00,1.2793573362086523,56.19376035693761,63.25197822680437,44.84495819013464,4.168029422928925,2.2229916254268116,27.7,1603.9,0.2486,0,Normal,M07,0.02277,99.69,1.5566
2024-01-29 05:25:00,0.3,42.25061115514092,63.24275195356305,39.84138138560328,5.09187895633702,-0.6110917877367397,79.8,1800.0,0.1868,0,Normal,M07,0.0071,24.347,3.3716
2024-01-10 07:15:00,5.9543271867105485,125.0,100.56445667126843,70.45849387149069,2.351869175105107,9.65370733317991,1.22,40.1,0.9111,2,Critical,M02,0.04763,680.186,0.1525
2024-02-02 18:50:00,0.8763812740862884,45.08449209146982,68.97922827827054,48.585282013618844,4.376096942024314,-0.006543045872598241,70.81,1815.3,0.097,0,Normal,M08,0.01944,0.318,3.1924
2024-03-01 09:25:00,4.8188169596872,96.19556610730626,99.49681893728983,88.19968258815553,3.1006392357165278,9.382318174797913,2.74,28.3,0.8761,2,Critical,M14,0.05009,827.517,0.2636
2024-01-08 09:40:00,1.6532974191868786,55.820512045420365,77.27447460576896,65.07417499420413,4.448212647310684,1.2137559106171607,85.28,1496.2,0.0113,1,EarlyFault,M02,0.02962,78.984,4.7604
2024-01-01 01:50:00,1.7946622267215215,54.00518296943372,66.22312603172115,48.93030991839773,3.8143171470726904,-0.20128688267193315,2.72,2032.7,0.0,0,Normal,M01,0.03323,9.849,0.1469
2024-01-30 22:20:00,2.764350890096762,66.29720468488252,83.90624662744031,57.10315784629222,3.7276526632616926,4.82095377650106,11.2,264.2,0.424,1,EarlyFault,M07,0.0417,275.292,0.7425
2024-03-04 19:35:00,2.273193939924821,68.28020176159758,70.71231746939047,48.45586950912631,3.9931708222817575,1.39402281199381,86.61,2187.5,0.1706,0,Normal,M15,0.03329,67.549,5.9137
2024-01-28 12:20:00,2.348547751859287,49.55194774211702,72.79546853101988,59.268529189352684,4.368346845824057,-1.096072503660771,55.82,2009.8,0.067,0,Normal,M07,0.04739,64.963,2.766
2024-01-14 08:00:00,1.5806325050277166,82.98222547589555,82.04286857173348,64.33702602485873,3.2500560796800375,5.798576601784896,0.15,217.0,0.3953,1,EarlyFault,M03,0.01905,373.063,0.0124
2024-02-05 05:55:00,6.4368549308234435,87.61061849054238,92.98741177103159,86.33660848025875,2.2910293244370283,10.131943698560972,4.63,35.2,0.9282,2,Critical,M08,0.07347,874.758,0.4056
2024-01-28 13:20:00,2.540048854680352,86.81465909811064,72.85637777790183,51.43066003230068,4.143898697833573,0.6394869519098731,57.37,2141.4,0.0841,0,Normal,M07,0.02926,32.889,4.9806
2024-01-15 13:35:00,1.230682325284573,67.6253360896631,63.59083534704407,42.331461016261485,4.379648088087986,0.03209720175415484,6.31,1758.3,0.0,0,Normal,M04,0.0182,1.359,0.4267
2024-02-15 05:20:00,1.0169838082252365,62.580829898225204,67.98636202960033,43.775945191793014,4.058482968584549,2.3478808701276086,41.3,1855.8,0.0,1,EarlyFault,M11,0.01625,102.781,2.5846
2024-02-27 00:05:00,1.6084729635306043,69.73071194755555,67.69780125769853,56.73500091242979,4.3666603166327045,2.4297376716770356,114.85,2033.3,0.061,0,Normal,M13,0.02307,137.851,8.0086
2024-02-25 13:00:00,1.6129273306589689,59.90092789449762,64.56926020683957,44.03416476995698,4.848656189627502,1.3416648867574208,67.25,1475.5,0.0514,0,Normal,M13,0.02693,59.079,4.0283
2024-02-23 03:20:00,3.384307272173275,67.98631769553573,86.75629163614536,65.44051655244569,2.840371519796381,5.584348376251411,21.11,268.1,0.5104,1,EarlyFault,M12,0.04978,365.443,1.4352
2024-01-18 20:00:00,1.485797477041136,49.327012279313394,62.496921485828345,28.93548543583956,4.9676348117546665,0.5335103210710628,17.84,1553.2,0.0192,1,EarlyFault,M05,0.03012,15.437,0.88
2024-02-08 04:35:00,1.6132358274078369,58.50026035101211,61.07614658024995,43.51437485857325,4.634641732523495,2.352730778013962,50.5,128.0,0.5243,1,EarlyFault,M09,0.02758,102.378,2.9543
2024-01-20 20:40:00,3.2708488897481316,65.46967734391407,81.84606557907017,70.58201455417567,3.487588990120161,3.702594296023762,44.6,210.2,0.427,1,EarlyFault,M05,0.04996,261.337,2.9199
2024-01-30 08:15:00,1.9895471093439276,52.74191971427085,64.11488747505041,46.825602850953835,4.327903713851331,-0.1526141698115886,117.28,1721.1,0.0158,0,Normal,M07,0.03772,7.146,6.1856
2024-01-24 02:50:00,2.2595657466653116,43.99906106559444,67.53996908173038,47.77145513826852,3.8521190942123065,-0.0012954826210953702,67.92,1524.7,0.0723,0,Normal,M06,0.05135,0.062,2.9884
2024-02-12 11:30:00,1.63016165445089,63.8013062245138,58.457965760420784,35.675102756497026,4.173093985235521,2.3220274172111197,109.18,1594.1,0.0947,0,Normal,M10,0.02555,82.839,6.9658
2024-01-22 09:50:00,0.32635531089375497,59.794399780403324,72.34523656313058,46.14022321141899,4.391239545924723,2.148303979215627,12.07,2059.8,0.2092,0,Normal,M06,0.00546,99.123,0.7217
2024-01-20 16:25:00,4.580141171076607,68.7405635918598,76.0568073801029,56.91303876496421,3.28183577471225,0.364490923318117,38.59,224.3,0.5628,1,EarlyFault,M05,0.06663,20.744,2.6527
2024-01-30 14:55:00,4.039262835722534,76.09966719875179,88.41898783743552,54.49732996279848,4.080684173952704,2.342300961020192,1.38,242.2,0.4572,1,EarlyFault,M07,0.05308,127.649,0.105
2024-02-09 11:25:00,1.283304157710856,58.54463699654145,59.19564131135891,35.412683472929885,4.407093187551805,1.2556318580319032,10.73,1836.3,0.0656,0,Normal,M10,0.02192,44.465,0.6282
2024-01-12 07:35:00,1.8694382267579006,57.07954436117625,77.55994263313028,37.65436065410577,3.8430572954778053,0.15775050813098454,58.22,1848.0,0.069,0,Normal,M03,0.03275,5.94,3.3232
2024-01-14 23:45:00,3.1908563884607575,79.12298566132765,91.53855853928091,72.62875280206048,2.8243202516423596,4.946059728637169,21.69,294.3,0.5076,1,EarlyFault,M03,0.04033,359.226,1.7162
2024-02-14 04:15:00,1.1836534025129073,54.67542772044227,61.42052579509707,53.81057444614708,4.271070184325876,0.3828416130777544,7.7,1874.7,0.0363,0,Normal,M11,0.02165,20.601,0.421
2024-03-03 18:35:00,0.5858965070100012,53.40307344426413,58.128563089169745,47.66790847589479,4.710327100434327,-1.5385735282305177,51.78,1630.4,0.1286,0,Normal,M15,0.01097,73.341,2.7652
2024-02-06 10:10:00,2.099581462848368,58.20164981066951,61.32513627424267,61.18950316138648,4.445797719879531,3.893493746535275,33.63,1886.2,0.0637,0,Normal,M09,0.03607,238.241,1.9573
2024-03-06 05:10:00,2.315610103594999,63.931681411619536,65.39689569309212,72.85269352074815,3.1873472256545448,5.486253956085906,7.14,228.7,0.4283,1,EarlyFault,M15,0.03622,399.688,0.4565
2024-02-02 21:45:00,1.9444032547566217,64.99798288355935,73.84333998650509,46.773611327271766,4.55978347766729,1.9989143699073155,74.65,1852.3,0.1444,0,Normal,M08,0.02991,93.496,4.8521
2024-02-20 08:15:00,2.7852403229260196,60.6302040104094,68.6683067576521,37.45505705861936,3.7748355443861352,0.5794084519696745,52.49,1818.2,0.0129,0,Normal,M12,0.04594,21.702,3.1825
2024-03-06 20:20:00,5.304201877069769,87.99756231045585,91.77342477955551,89.23393748764742,0.9291858903291463,9.801927127236254,3.74,45.3,0.886,1,EarlyFault,M15,0.06028,874.665,0.3291
2024-03-05 00:30:00,0.7195862205142954,67.10884755600901,60.87450402916702,43.54730102146035,4.009404791444855,-0.5031918491430676,93.33,1475.6,0.0,0,Normal,M15,0.01072,21.913,6.2633
2024-01-08 18:30:00,1.426776405195735,56.62299406778303,61.870809387150835,52.76320682430526,3.508875444912965,-0.5359584171690127,96.67,2071.0,0.008,0,Normal,M02,0.0252,28.279,5.4737
2024-02-17 13:10:00,1.8150441078731705,70.48853178651895,75.79577493149749,77.72031595448938,3.1818919064446196,4.249868541613632,119.73,2140.1,0.0254,0,Normal,M11,0.02575,330.301,8.4396
2024-02-12 16:05:00,1.1432171428924323,60.34757104310541,70.65714949011857,43.58453180964575,4.118433168024657,2.7528245286301125,115.22,1777.4,0.0,0,Normal,M10,0.01894,119.981,6.9532
2024-01-30 16:05:00,2.458275070264936,74.99903437497368,81.40356688447231,72.28239725753731,3.188200844085516,4.428753372271202,3.08,250.2,0.3545,1,EarlyFault,M07,0.03278,320.121,0.231
2024-01-08 13:50:00,0.8587664029781148,60.90600011271132,70.9709180740521,56.556145812751254,4.063807594849447,1.0009538452173228,90.74,1529.2,0.0878,0,Normal,M02,0.0141,56.61,5.5266
2024-01-02 22:50:00,1.5066409716675127,55.41873912447463,73.12462545445328,62.666856328931736,4.240304052222844,1.762610176447148,64.55,1781.5,0.0415,0,Normal,M01,0.02719,110.457,3.5773
2024-01-23 18:00:00,1.2355481332491285,60.105663031958855,63.36548513278274,44.00495111963262,3.95581230504983,1.4789901349620844,55.82,1790.8,0.1412,0,Normal,M06,0.02056,65.083,3.3551
2024-02-02 00:35:00,1.3599841477506556,52.037087081976665,67.69254683345687,40.49221179334522,4.470986549217575,2.1079758722794324,45.43,1744.3,0.0956,0,Normal,M08,0.02613,85.357,2.364
2024-01-09 21:35:00,2.0427159810169586,75.02751261456334,85.01640690275835,47.44816941205187,3.72479682851282,1.0292570267645509,12.46,234.2,0.5848,1,EarlyFault,M02,0.02723,48.836,0.9348
2024-02-24 02:35:00,1.7821749557084638,50.58544597634274,69.94080663807009,41.44848546171047,3.791016266405001,1.707232519481233,19.14,1939.4,0.0,0,Normal,M13,0.03523,70.762,0.9682
2024-01-19 08:00:00,0.4486411723473495,63.17855586936338,67.07170742378813,60.94255059500521,4.213949108631695,-2.7457310996336273,33.6,2144.5,0.0684,0,Normal,M05,0.0071,167.332,2.1228
2024-01-08 08:20:00,1.1696467700155537,65.4572097346331,71.44974241345743,41.429956741056486,4.382893979864213,-0.0044916213161888124,83.51,1627.1,0.0569,0,Normal,M02,0.01787,0.186,5.4663
2024-02-28 17:20:00,1.6075764996603237,63.26778660245881,67.36538598305162,43.45419456526722,4.328996338445221,-1.5397666116298696,12.98,2396.0,0.1246,0,Normal,M14,0.02541,66.909,0.8212
2024-02-13 20:35:00,5.936285794070649,88.65088896280103,101.9836257751219,96.01375043773955,1.9184645120071584,13.37960982139313,6.98,35.1,0.8987,2,Critical,M10,0.06696,1284.627,0.6188
2024-03-01 14:20:00,5.138905904608543,88.4017183637963,104.35999046322743,81.97377315782073,0.9393968269356132,6.717197919377883,9.68,31.3,0.7652,2,Critical,M14,0.05813,550.634,0.8557
2024-01-19 06:15:00,1.4184372180637974,71.51769595192792,67.8963341290225,40.462805531945826,4.242650613908182,0.49598240728425386,31.35,1820.5,0.0,0,Normal,M05,0.01983,20.069,2.2421
2024-01-30 02:50:00,1.8029747440443322,92.21555396749686,69.49962687228935,40.27083587768757,4.06479971733111,1.6915541326121772,109.73,1861.3,0.0372,0,Normal,M07,0.01955,68.12,10.1188
2024-01-10 00:35:00,2.479998347998449,67.96773978041993,86.36143776991076,56.36815836259056,3.2110213651901995,5.506952838247981,16.6,248.3,0.5003,1,EarlyFault,M02,0.03649,310.417,1.1283
2024-01-08 15:30:00,3.9822414274940523,89.00139693977738,79.89281592547142,62.52298107907817,3.6359629875818573,6.87341820600387,92.86,2090.0,0.053,0,Normal,M02,0.04474,429.747,8.2647
2024-01-27 13:05:00,0.9708545892429327,55.81831865581731,65.0919472384557,44.22204823958484,4.819595599324019,0.409883337307164,23.96,1684.3,0.0,0,Normal,M07,0.01739,18.126,1.3374
2024-01-13 07:50:00,0.8259164616134026,68.14334371141305,67.1573046531213,50.87574337244632,4.4398924621061235,1.9224024812226237,91.53,1721.0,0.0307,0,Normal,M03,0.01212,97.804,6.2372
2024-01-17 09:10:00,1.9062386814273864,99.67935996148236,91.32978037861241,84.7593568933524,1.8397613216299087,3.1870239542813423,0.95,29.0,0.9122,2,Critical,M04,0.01912,270.13,0.0947
2024-02-16 03:35:00,1.631507503225748,54.92277442952858,67.8364123063192,60.5291768030004,4.532626421359898,-0.621200885000325,72.84,1890.0,0.0856,0,Normal,M11,0.0297,37.601,4.0006
2024-01-12 12:40:00,1.6846113524035102,56.894263335121146,63.052070377860396,52.80586919643725,4.320571613879441,1.0040227575439766,65.16,2023.8,0.0895,0,Normal,M03,0.02961,53.018,3.7072
2024-01-02 03:20:00,1.5735451451268483,56.29489535098174,70.63574165990758,55.111081029569135,4.025890501776898,2.7355425499034243,38.11,1796.8,0.0964,0,Normal,M01,0.02795,150.759,2.1454
2024-03-04 00:25:00,1.575225889822144,47.30221349088697,74.50422802086086,32.846057497208676,4.251066575002378,1.6404359508687267,59.84,1984.2,0.0934,0,Normal,M15,0.0333,53.882,2.8306
2024-01-11 14:45:00,1.213852048931014,52.0781616430028,64.44727577767168,56.81654801528398,4.693479162147074,-1.7964420568262383,34.21,1794.1,0.0,0,Normal,M03,0.02331,102.068,1.7816
2024-02-24 19:05:00,1.0528896407763524,59.89151045021189,64.96598525631022,40.54665031312899,4.960805199403169,0.468046580332219,42.12,2198.9,0.1186,0,Normal,M13,0.01758,18.978,2.5226
2024-01-24 03:05:00,2.006529152155856,63.839243132797144,74.0287821195469,53.45880533641702,3.5748603946746456,0.2016986808610982,68.2,1455.2,0.0267,0,Normal,M06,0.03143,10.783,4.3538
2024-02-10 20:00:00,0.7955617707687824,77.13736996562561,67.29514707649572,52.77113359004754,4.04587336597755,-0.15184037334741932,55.27,1882.0,0.0,0,Normal,M10,0.01031,8.013,4.2634
2024-02-09 23:10:00,2.2824861673632024,54.092521271199935,67.67777016487467,47.308738628791204,4.190426066815586,0.24909824430516808,27.07,1287.1,0.0,0,Normal,M10,0.0422,11.785,1.4643
2024-01-03 19:25:00,2.3681230198051,54.681100822655154,56.323836983907924,40.99198509344549,4.05665954266741,0.6843136868388543,93.09,1441.3,0.0292,0,Normal,M01,0.04331,28.051,5.0903
2024-02-10 04:25:00,0.7074674103704248,53.260719628634156,75.34177566430512,56.20110682005978,4.638781695247097,3.246564671437895,34.32,1655.5,0.0479,0,Normal,M10,0.01328,182.461,1.8279
2024-01-03 07:40:00,0.98421545643866,57.792842760316965,68.64230303084365,59.805657435611806,4.822172322033119,1.3808119382360164,76.7,971.4,0.095,0,Normal,M01,0.01703,82.58,4.4327
2024-01-05 08:30:00,2.2532193238956926,78.5491505594025,74.76568336390305,55.147147805933685,4.2687591599335235,2.8261649749659146,19.8,296.8,0.483,1,EarlyFault,M01,0.02869,155.855,1.5553
2024-01-22 12:40:00,0.6973384916512817,63.70298624162291,72.87535023681701,51.718178829344694,4.77551672131215,1.0861178691069941,15.93,1675.8,0.1167,0,Normal,M06,0.01095,56.172,1.0148
2024-03-06 05:20:00,3.2965606425510634,78.91198505793614,83.69220306180623,79.60676154833891,3.713383877048452,4.446107676473573,7.33,298.5,0.4918,1,EarlyFault,M15,0.04177,353.94,0.5784
2024-01-16 18:35:00,3.4478619493371,62.31122053607242,77.88784969777748,50.47218185615835,3.7394678221028346,5.268687800045729,5.39,272.9,0.4433,1,EarlyFault,M04,0.05533,265.922,0.3359
2024-02-12 20:35:00,0.3166795116045401,51.71153215387115,70.30409833553857,39.37524276903593,3.9306126678252977,0.061328199675746,121.14,2067.8,0.2635,0,Normal,M10,0.00612,2.415,6.2643
2024-01-15 11:00:00,3.247170807917418,75.90737595614894,74.6283685196419,73.59930682447474,3.8640807504643075,4.612894999236577,2.86,1972.0,0.0746,0,Normal,M04,0.04278,339.506,0.2171
2024-02-04 23:15:00,4.892468485429207,81.33790155512466,82.69492504594078,65.55456461864455,3.8766204144845737,2.436336504602605,20.47,257.7,0.5462,1,EarlyFault,M08,0.06015,159.713,1.665
2024-01-25 14:30:00,1.5416102008885493,57.66000130442823,69.36169357897539,61.03934941238825,4.227734509873198,0.14731727783576504,116.62,1653.7,0.0978,0,Normal,M06,0.02674,8.992,6.7243
2024-02-21 13:20:00,1.4986800917917862,60.41039409155844,67.5760713651431,50.17109791601519,6.780369873512451,0.7578586234986957,92.23,1997.0,0.0531,0,Normal,M12,0.02481,38.023,5.5717
2024-03-04 22:40:00,0.7770632800877068,66.09045619329521,56.27860330048787,55.89149657135237,3.690996465353802,1.1413663504053377,90.95,1516.3,0.0,0,Normal,M15,0.01176,63.793,6.0109
2024-01-27 15:05:00,1.5778659630105154,61.103082491175094,70.58060816073584,45.80932989565995,4.261146737895868,1.996702193735487,27.07,1503.5,0.1053,0,Normal,M07,0.02582,91.468,1.6541
2024-03-02 19:40:00,2.501952893586161,61.04250077740924,67.58136495584408,37.14266953212369,4.895274712700322,0.08802350554426393,19.67,1705.5,0.0584,0,Normal,M15,0.04099,3.269,1.2007
2024-02-21 07:15:00,0.928682319350006,55.525436314350166,65.61705728041147,39.00292102641117,3.7372088084256743,1.3357850430861502,83.73,1531.9,0.0581,0,Normal,M12,0.01673,52.1,4.6491
2024-02-05 18:10:00,1.6734271143322772,54.13315976463661,67.40793270988875,55.158140346006704,3.8433356792705253,0.7593998714340235,11.3,1734.1,0.0183,0,Normal,M09,0.03091,41.887,0.6117
2024-02-14 23:10:00,0.803398605257396,47.228927763728656,67.10279224209744,46.686049471008445,4.606844910522328,-0.8771034846412853,32.98,1754.1,0.1188,0,Normal,M11,0.01701,40.948,1.5576
2024-01-02 14:20:00,1.5897562965142409,59.168089900051754,69.04782942489317,54.540416287632446,4.3524571693757395,1.2541744423890475,52.88,1947.4,0.0,0,Normal,M01,0.02687,68.403,3.1288
2024-01-17 07:55:00,4.109214970616853,61.47307353144385,78.61626576978996,77.24986443838198,2.6122736960168726,4.5709255669077855,24.02,310.9,0.3926,1,EarlyFault,M04,0.06684,353.103,1.4766
2024-02-12 14:35:00,2.0141581398446906,56.19123071745807,72.44343106993394,61.58616383664636,3.749457349806911,1.7759974250742854,113.17,1395.0,0.0029,0,Normal,M10,0.03584,109.377,6.3592
2024-01-04 08:45:00,2.0410757477951784,61.80204346994716,66.52878042939652,53.66985435837804,4.102171167243217,0.36160387457086407,112.09,1956.3,0.0,0,Normal,M01,0.03303,19.407,6.9274
2024-01-14 20:25:00,4.008988856482998,69.87239655273304,76.97129924441732,70.89021738677253,3.134519425675826,4.329434626045776,17.34,192.0,0.5388,0,Normal,M03,0.05738,306.915,1.2116
2024-01-09 21:05:00,2.520028531331437,75.05726477787482,85.86876869993036,54.314226703527375,4.179418432102395,2.674677013493621,11.83,241.9,0.5705,1,EarlyFault,M02,0.03357,145.273,0.8879
2024-02-21 09:00:00,1.540316057755968,62.59807381263929,58.80171210848607,39.055556986228076,4.0164718130896215,1.236069337802846,86.3,2269.5,0.0,0,Normal,M12,0.02461,48.275,5.4022
2024-02-01 15:45:00,1.4374957987677597,60.750363064755796,66.12214334506389,56.44872895781422,4.524455722508393,-0.8935376200333593,33.36,2171.7,0.0,0,Normal,M08,0.02366,50.439,2.0266
2024-01-04 18:15:00,2.5685944297278733,78.69441213295444,79.28911565327424,68.82239587565918,3.1416614785216086,-0.09854985041260414,0.31,308.6,0.4791,1,EarlyFault,M01,0.03264,6.782,0.0244
2024-01-06 04:10:00,2.621805260738674,50.870298790715346,64.11181148618843,58.99199287044399,3.7714866128541904,-1.733868813773166,11.77,1855.0,0.0627,0,Normal,M02,0.05154,102.284,0.5987
2024-02-14 20:20:00,1.6139129427432182,62.11870673003203,65.06998007707574,43.73172623270939,4.524569278939928,-0.6278033082977912,29.26,1539.0,0.0319,0,Normal,M11,0.02598,27.455,1.8176
2024-01-20 09:00:00,2.4995452987356748,61.83390253864222,80.96834341246579,69.49004154621291,6.431853285230151,4.412497587560821,28.5,315.3,0.5335,1,EarlyFault,M05,0.04042,306.625,1.7623
2024-02-27 13:25:00,3.773886656271018,67.97233678732489,78.33695530712677,55.29075793089426,3.5913238196756567,0.40092979021719793,9.23,242.3,0.42,1,EarlyFault,M13,0.05552,22.168,0.6274
2024-01-27 22:00:00,2.753523264083745,54.93656689338041,62.53367160952403,39.08178445254508,3.8654206830866547,1.381165650815631,36.49,2074.8,0.0826,0,Normal,M07,0.05012,53.978,2.0046
2024-02-16 07:30:00,1.2153693166205048,58.69991885058106,64.2696176263502,39.11523827371474,4.317145173698229,-1.3400115130775447,78.13,2224.8,0.0339,0,Normal,M11,0.0207,52.415,4.5862
2024-02-27 21:30:00,3.8730512358495037,69.54945073665671,75.84088617520909,54.32758825328853,4.122720560462458,4.725471104044207,20.54,292.0,0.5285,1,EarlyFault,M13,0.05569,256.723,1.4285
2024-02-01 03:25:00,0.9953199295824342,58.870815322450746,65.75226711300363,64.88618331410133,3.9485791398117205,-0.5117515345102334,17.13,2118.5,0.0882,0,Normal,M08,0.01691,33.206,1.0085
2024-01-25 09:20:00,1.253063393961739,60.26051325503012,72.29152432442285,46.93535211176572,3.997391375086571,-0.30654348756996996,109.62,1353.3,0.0434,0,Normal,M06,0.02079,14.388,6.6058
2024-02-19 06:30:00,1.7562692218596674,75.81865956493621,79.14719381554325,65.25235512871718,3.453462766552636,7.2444865547536885,17.05,1719.7,0.015,0,Normal,M12,0.02316,472.72,1.2927
2024-01-01 08:05:00,0.3,60.58506953598375,63.900158516573306,57.190912472336024,3.89169772868593,0.7918513556429894,11.48,1682.9,0.0,0,Normal,M01,0.00495,45.287,0.6955
2024-01-26 12:05:00,2.4621285942331346,64.5815917993571,85.29790542091592,73.04906784332404,4.043918845429097,3.270690831558335,22.79,269.0,0.4062,1,EarlyFault,M06,0.03812,238.921,1.4718
2024-02-29 11:35:00,1.5155716070032703,53.35934588391449,71.87454816408751,70.98003696715462,4.784320672955556,1.4739031865014758,38.29,1664.5,0.0179,0,Normal,M14,0.0284,104.618,2.0431
2024-02-28 06:00:00,8.689649604666249,96.55410104882728,93.42954106973389,73.1413843472226,0.6213729327679255,10.98146748028929,7.49,28.5,0.8664,2,Critical,M13,0.09,803.2,0.7232
